,feature,class
11,"[-2.6774103e+02  8.6237167e+01 -7.9737328e+01  3.3531731e+01
 -3.9282337e+01  4.1957264e+00 -1.0901369e+01 -2.6357113e+01
 -7.4337463e+00 -1.2646788e+01 -6.3286490e+00 -8.4429531e+00
 -5.7976637e+00 -7.6410356e+00 -6.4762001e+00 -1.3130228e+01
 -1.2332656e+00 -7.0526972e+00 -2.8787293e+00  3.8292091e+00
 -2.0297894e+00  9.8481674e+00  7.8182006e+00  1.4719917e+01
  1.1909432e+01  1.3098376e+01  9.8919630e+00  1.7125533e+00
  3.9113808e+00 -2.6595870e-01  5.1195045e+00  1.5948400e+00
  1.1563085e+00 -1.4228733e+00 -2.4763598e+00  2.1179738e+00
  7.4934483e-02  3.7537098e-02 -3.2018132e+00 -8.1448781e-01]",Anger
12,"[-4.03879272e+02  3.79459038e+01 -4.65644531e+01  1.43192425e+01
 -9.41820621e+00 -1.06317081e+01 -2.43054333e+01  1.13084249e+01
 -2.40971985e+01  1.96660137e+00 -1.06957064e+01 -5.31437302e+00
 -4.82946157e+00 -1.31453288e+00 -5.55865192e+00  5.79697418e+00
 -3.63391685e+00  6.53647470e+00  9.06002820e-01  4.56733274e+00
 -4.72660065e+00  4.70435333e+00 -1.08201575e+00  5.92800522e+00
  1.22597539e+00  2.94559073e+00 -2.66579795e+00  5.76403022e-01
 -1.68886566e+00  1.67290175e+00  4.80648130e-01  1.71865523e+00
  2.53785229e+00  1.92757094e+00  3.39721870e+00  1.66605735e+00
 -5.21904007e-02  9.36401963e-01  5.31704068e-01  2.16582704e+00]",Anger
13,"[-2.4694379e+02  9.2063721e+01 -6.2762821e+01  5.5434208e+01
 -2.4815672e+01 -7.3043957e+00 -1.5897947e+01 -2.7404770e+01
 -8.1511583e+00 -1.1842952e+01 -8.5468416e+00 -2.8221478e+00
 -2.2353568e+00 -6.2499456e+00 -3.9324031e+00 -1.3910977e+01
 -3.7692216e-01 -9.6836605e+00 -7.1936879e+00  1.1499676e+00
 -9.8837233e+00  1.4551314e+00 -2.6080480e+00  2.2695673e+00
  4.1963506e+00  7.9310803e+00  9.7927561e+00  9.4028378e+00
  1.5429885e+01  9.5741949e+00  1.2470684e+01  5.9668622e+00
  1.9055083e+00  4.4153848e-01  4.9026918e-01  3.3033350e+00
  1.6064843e+00  2.4046037e+00 -1.6737883e+00  9.0704791e-02]",Anger
14,"[-2.5670340e+02  8.9744606e+01 -6.8356010e+01  5.6532562e+01
 -3.2722164e+01 -1.5498171e+00 -1.2251175e+01 -2.1201628e+01
 -1.0317638e+01 -1.0686379e+01 -6.1166434e+00 -8.2437563e+00
  1.4206785e+00 -7.0012078e+00 -5.2051473e+00 -1.2061813e+01
  3.9567072e+00 -2.4320886e+00  2.0605767e+00  1.0210059e+01
 -3.0015831e+00  1.0184361e+01  4.4680552e+00  9.4495258e+00
  4.3459630e+00  3.2768409e+00  3.2148049e+00 -4.2851484e-01
  7.3755031e+00 -1.8571502e+00  2.5584633e+00 -2.2151184e-01
 -2.5871038e-01  5.8256197e-01 -1.9996313e+00 -8.4823865e-04
 -4.3660159e+00 -3.4534390e+00 -4.4686999e+00 -5.9385043e-01]",Anger
15,"[-3.4646527e+02  1.2671444e+02 -1.4558485e+01  4.2530594e+01
 -3.0029399e+00  1.2400566e+01 -1.5391998e+01 -7.9458213e+00
 -5.3372073e+00 -7.9562087e+00 -6.5085979e+00 -5.8087540e+00
 -1.0416870e+00 -1.4153826e+01  6.7006664e+00 -9.9352198e+00
 -1.0769011e+01  2.8718603e-01 -6.1500311e+00 -5.1274166e+00
 -8.6473503e+00 -3.7732892e+00 -8.0399437e+00 -3.5200870e+00
 -2.7950685e+00 -9.6890575e-01 -2.0158598e+00 -3.8693025e+00
  9.1008790e-02 -3.5686553e+00 -5.1046222e-01 -2.2986116e+00
 -8.1278378e-01 -2.3691456e+00 -5.1851349e+00 -4.3075504e+00
 -5.0516844e+00 -2.9179437e+00 -3.4979134e+00 -2.3621104e+00]",Anger
16,"[-3.0863788e+02  1.2525753e+02 -1.5889952e+01  3.2795410e+01
 -1.8616341e+01  7.8825355e+00 -6.0302362e+00 -8.0067072e+00
 -6.7995963e+00 -9.1123810e+00 -8.1997910e+00 -4.2477868e-02
 -3.6140580e+00 -1.6378296e+01  6.3634300e+00 -1.6092352e+01
 -8.6764774e+00 -2.6334808e+00 -1.1890736e+01 -1.6648113e+00
 -8.5242043e+00 -2.7922280e+00 -6.4809513e+00 -4.4460793e+00
 -2.5579603e+00 -1.8215345e+00 -2.3592832e+00 -3.4693201e+00
 -2.5637460e-01 -2.5998085e+00  1.6671451e+00 -3.5837812e+00
 -1.7030660e+00 -1.7848767e+00 -4.6239371e+00 -2.8855765e+00
 -6.5117164e+00 -3.2690916e+00 -1.7185155e+00 -1.7520440e+00]",Anger
17,"[-4.0155029e+02  1.4522517e+02 -1.2141002e+01  4.3860104e+01
 -5.5019946e+00  1.6272697e+01 -7.7254286e+00 -2.9294724e+00
 -2.1445508e+00 -8.7552137e+00 -5.0905323e+00 -4.8508954e+00
  2.1255946e-01 -1.3903501e+01  1.1130319e+00 -1.3734721e+01
 -5.7078810e+00  1.6682863e-02 -1.1366643e+01 -8.2737869e-01
 -8.4654322e+00 -3.1097579e+00 -6.5517306e+00 -4.8618512e+00
 -1.7604816e+00 -2.8775144e+00 -1.4350193e+00 -3.8434908e+00
  1.3735934e+00 -1.9105053e+00 -5.2781969e-01 -2.0851202e+00
 -1.1182419e+00  5.1849842e-01 -3.1285908e+00 -1.6885879e+00
 -3.4525759e+00 -2.3596144e+00 -2.3292379e+00 -2.5223503e+00]",Anger
18,"[-3.8301791e+02  1.5400562e+02 -2.2666578e+01  4.9294609e+01
 -1.8815605e+01  1.9003195e+01 -9.2746048e+00 -5.3549728e+00
 -8.6426287e+00 -8.6382036e+00 -2.2641866e+00 -3.0928659e+00
 -1.2568939e+00 -1.7636602e+01  6.0547218e+00 -1.6062864e+01
 -5.1686811e+00 -1.1616058e+00 -1.0385004e+01  6.2226301e-01
 -9.9527836e+00 -6.0742849e-01 -7.0680485e+00 -4.5712237e+00
 -1.9274460e+00 -7.3702234e-01 -1.8291755e+00 -3.2693484e+00
  1.1607153e+00 -2.9332356e+00  1.2343607e+00 -4.2853651e+00
  2.4010244e-01  6.1243039e-01 -3.8841889e+00 -2.4588623e+00
 -5.2337813e+00 -1.7159107e+00 -1.9686749e+00 -2.1094301e+00]",Anger
19,"[-3.6543134e+02  1.3003398e+02 -1.2785115e+01  4.5925850e+01
  6.5288811e+00  6.6379652e+00 -7.5715551e+00 -5.0726614e+00
 -6.1750798e+00 -9.9367609e+00 -7.1935678e+00 -5.6902094e+00
 -2.9776096e+00 -1.3373660e+01  2.5372522e+00 -9.4697886e+00
 -9.3535538e+00 -6.5064621e-01 -7.8332372e+00 -3.2878156e+00
 -8.7920628e+00 -3.5159419e+00 -3.7232494e+00 -7.2954659e+00
 -3.7872918e+00  1.5316083e-01 -2.7722819e+00 -4.2917666e+00
  6.8494338e-01 -2.7794881e+00  2.9628229e-01 -2.1071839e+00
 -3.8798745e+00  4.5916790e-01 -3.4363835e+00 -6.8459492e+00
 -5.2228727e+00 -7.0122564e-01 -8.1747901e-01 -2.8795791e+00]",Anger
20,"[-3.4594153e+02  1.4196553e+02 -2.6699005e+01  4.2050423e+01
 -4.3699851e+00  1.5959428e+01 -1.6820553e+01 -4.4387612e+00
 -5.0201149e+00 -9.0662785e+00 -3.1706192e+00 -5.1139145e+00
 -2.7220145e-01 -1.7839445e+01  4.8789568e+00 -7.6339469e+00
 -9.9040127e+00 -3.2250724e+00 -6.0748019e+00 -2.4744449e+00
 -1.0879141e+01 -2.8543673e+00 -6.6984882e+00 -5.2304134e+00
 -4.9293008e+00 -1.4882903e+00 -1.7238454e+00 -5.8827033e+00
 -3.5564259e-01 -2.5721166e+00 -1.0313413e+00 -3.4075680e+00
 -1.5833722e+00 -1.9943682e+00 -3.4097788e+00 -2.3589914e+00
 -4.2226405e+00 -6.5518427e-01 -8.6159714e-02 -2.6112247e+00]",Anger
21,"[-331.83112     127.55065     -14.808815     54.137436     -9.88569
   15.158763    -20.069578     -4.5731735    -7.9469314    -9.373477
   -5.1968555    -6.1013556    -1.1650248   -16.76766       6.7135777
  -11.443192     -6.892352     -3.3525808    -6.066578     -0.48057848
   -7.529923     -1.655046     -8.061845     -2.185098     -3.6420708
   -1.809456     -3.1310897    -3.5448616    -0.7106226    -4.033487
    0.80240124   -3.524754     -1.972341     -2.2984452    -2.953522
   -1.7811058    -2.6349082    -1.461396     -0.3632386    -0.4962061 ]",Anger
22,"[-3.0655948e+02  1.4084590e+02 -2.5354935e+01  3.6531063e+01
 -2.0179102e+01  5.2022252e+00 -7.4999270e+00 -5.3238845e+00
 -7.6913080e+00 -1.1952943e+01 -6.9486370e+00 -2.1596830e+00
 -9.6363884e-01 -1.7112589e+01  4.0871477e+00 -1.1800783e+01
 -8.6252289e+00 -1.8111739e+00 -1.0888910e+01 -2.0473709e+00
 -5.7705655e+00 -2.8922474e+00 -6.0177321e+00 -2.0478673e+00
 -4.8557000e+00 -2.0343733e+00 -1.0969129e+00 -5.8932462e+00
  7.4983096e-01 -2.5552549e+00 -1.6108565e-01 -1.3341225e+00
 -1.6862619e+00 -1.4512836e+00 -2.9768293e+00 -5.0783014e+00
 -7.2911491e+00 -3.2416849e+00 -3.8503859e+00 -3.7129331e+00]",Anger
23,"[-4.5488458e+02  1.4896086e+01 -2.8605453e+01  1.1821068e+01
 -7.2060938e+00 -7.7212744e+00 -1.4761584e+01  6.0287590e+00
 -2.3808632e+01 -1.1004268e-01 -8.1011963e+00  1.6015831e-01
 -6.1632323e+00 -1.2338507e+00 -4.1399202e+00  4.4367227e-01
 -6.6662974e+00  4.6621947e+00  7.5559098e-01  5.4283543e+00
  1.6478612e+00  7.1833749e+00 -5.0608283e-01  2.8024366e+00
 -3.0408546e-01  4.3269153e+00 -5.8664781e-01  2.7329702e+00
 -1.6550024e-01  1.6825899e+00  6.9951165e-01  2.4255028e+00
 -2.5363028e-01 -4.9235560e-02  1.4501363e-01  5.4133725e-01
  8.7906963e-01  8.7083042e-01  7.9300010e-01  1.5652932e+00]",Anger
24,"[-3.6475427e+02  1.2744238e+02 -6.9897752e+00  3.7881565e+01
 -4.4236460e+00  1.1335303e+01 -8.7634916e+00 -6.2175876e-01
 -5.1446795e+00 -1.4259564e+01 -5.0762105e+00 -7.7317804e-01
 -2.1240542e+00 -1.3062356e+01  4.0112710e+00 -1.0474033e+01
 -8.4383345e+00 -1.9353576e+00 -5.9714580e+00 -1.7892339e+00
 -9.1335983e+00 -3.3423104e+00 -3.9117901e+00 -3.7098780e+00
 -4.2840524e+00 -1.1678889e+00 -2.6494706e+00 -6.2783222e+00
  1.0350885e+00  1.6445884e-01 -1.1626621e-01 -9.0603006e-01
 -3.5647789e-01 -1.5485255e+00 -2.8606198e+00 -2.8517368e+00
 -5.0367594e+00 -3.5482421e+00 -3.5326493e-01 -4.3027434e-01]",Anger
25,"[-3.3709164e+02  1.3428006e+02 -6.7233381e+00  4.9051857e+01
 -8.9478035e+00  4.1890219e-02 -9.5599833e+00 -5.5371299e+00
 -8.8191338e+00 -1.1499394e+01 -9.9543171e+00 -5.8547945e+00
 -8.2681954e-01 -1.2995623e+01  3.2063828e+00 -1.0626597e+01
 -5.6590662e+00 -2.2511401e+00 -1.0101869e+01 -7.4290723e-01
 -7.8580093e+00 -4.4270906e+00 -3.7918174e+00 -3.7640166e+00
 -4.2967896e+00  2.4452749e-01 -2.3907936e+00 -5.3190346e+00
  5.1849544e-01 -4.0302987e+00 -3.8076138e-01 -8.8398612e-01
 -2.3786049e+00 -1.9147186e+00 -3.3497126e+00 -4.3850880e+00
 -4.7079945e+00 -1.7558488e+00 -1.6957790e+00 -2.2132535e+00]",Anger
26,"[-328.16275     129.30235      -9.8345995    50.883728    -12.280288
    5.775313    -11.612287     -6.0364003   -12.41191      -8.373789
   -6.0640626    -8.512734     -0.95291793  -13.510427      3.4591727
  -11.252528     -5.3905263    -0.8455358    -7.0052876    -3.4460242
   -5.616738     -0.8769901    -7.3656144    -1.0367988    -3.8083699
   -2.611287     -2.863933     -4.9555197    -0.8750277    -1.1807048
    3.1693532    -2.2764366    -1.014665     -1.2550774    -2.9175088
   -3.9208338    -5.7625546    -2.3950922    -2.6230235    -3.138525  ]",Anger
27,"[-3.62072571e+02  1.41826843e+02 -3.10463791e+01  5.72706985e+01
 -7.55943155e+00  1.55269032e+01 -1.89225311e+01 -2.99827003e+00
  2.92257488e-01 -9.60113525e+00 -6.73500156e+00 -2.75905323e+00
 -2.99283695e+00 -1.90019512e+01  8.79010677e+00 -1.60412407e+01
 -8.38784981e+00  8.42354968e-02 -7.79038525e+00 -2.38034606e+00
 -1.01465845e+01  1.62713718e+00 -9.28523922e+00 -4.70060873e+00
 -2.19373631e+00 -3.24998641e+00 -2.13433075e+00 -4.92059422e+00
 -1.59121275e-01 -2.54985571e+00  8.08151841e-01 -2.94379902e+00
  1.29647898e-02 -1.78572381e+00 -3.20749640e+00 -2.54706573e+00
 -6.54201412e+00 -1.14265919e+00 -2.52159667e+00 -3.12194133e+00]",Anger
28,"[-3.1410461e+02  1.0806876e+02 -1.8758577e+01  5.5951923e+01
 -1.4480070e+01  2.2614405e+01 -1.5745020e+01 -4.9084806e+00
 -9.6615515e+00 -9.3051043e+00 -8.7717981e+00 -4.9304862e+00
  4.4419065e-01 -1.6799267e+01  6.7272162e+00 -1.2524934e+01
 -3.9086764e+00 -2.7051730e+00 -4.3734407e+00 -2.7474554e+00
 -7.5066762e+00  6.6563976e-01 -7.3215747e+00 -1.8708769e+00
 -4.1074014e+00  3.9275315e-01 -3.6780179e+00 -3.4485049e+00
 -4.6074712e-01 -3.7433445e+00 -3.4851986e-01 -3.9987884e+00
 -2.1037257e+00 -3.2472446e+00 -1.8315344e+00 -2.6246266e+00
 -2.2028012e+00 -1.8262847e-01  1.2281446e+00 -8.1766838e-01]",Anger
29,"[-3.13331543e+02  1.26390114e+02 -2.10659962e+01  4.86567917e+01
 -1.88975506e+01  1.28035603e+01 -1.34789429e+01 -5.25239325e+00
 -6.10929537e+00 -1.17759905e+01 -9.37102127e+00 -4.28107834e+00
 -1.66354433e-01 -1.41031904e+01  8.29556942e+00 -1.52461510e+01
 -6.24517488e+00  1.56869805e+00 -8.13141823e+00 -3.12383699e+00
 -8.83967304e+00 -1.65467513e+00 -7.89530611e+00 -3.59026599e+00
 -3.22891951e+00 -8.07002902e-01 -3.50084972e+00 -4.98175430e+00
  5.45365155e-01 -3.46144843e+00  2.00349259e+00 -2.30823064e+00
 -1.54705453e+00 -1.11240506e+00 -3.27841377e+00 -3.01394749e+00
 -6.49089909e+00 -2.78543091e+00 -1.12079000e+00 -2.86713505e+00]",Anger
30,"[-3.2218106e+02  9.5653572e+01 -3.2053020e+01  4.4227058e+01
 -1.6702738e+01  1.5004861e+01 -1.7844965e+01  1.8614231e+00
 -2.9063731e-01 -9.4120283e+00 -4.4379945e+00 -3.8985682e+00
 -3.3377938e+00 -1.9410978e+01  1.3549842e+00 -9.2976913e+00
  5.5339046e+00  8.1066275e+00 -6.6115534e-01 -2.2650261e+00
 -9.2891569e+00 -2.1368816e+00 -4.3645473e+00  1.2593334e+00
 -5.1889925e+00 -3.1383224e+00 -2.3961399e+00  3.3010006e-01
  1.6909224e+00 -6.2201023e+00 -3.1294675e+00  1.8117580e+00
  5.6372175e+00 -1.1226691e+00 -1.6485598e+00  1.9194740e-01
  1.4813979e-02 -5.5740166e+00 -2.9123237e+00  3.9342580e+00]",Anger
31,"[-3.82189423e+02  1.23262985e+02 -9.94677067e+00  3.65875320e+01
 -8.95854473e+00  1.75767651e+01 -8.65462112e+00 -5.80091715e+00
 -1.42232919e+00 -6.52903891e+00 -1.31975913e+00 -4.85919142e+00
 -6.15059376e+00 -1.09463615e+01  6.11998558e-01 -1.43511343e+01
 -4.91293669e+00 -1.02913153e+00 -6.27725315e+00 -1.52631652e+00
 -6.66014051e+00 -1.40901148e+00 -6.57035732e+00 -5.90577459e+00
 -5.64262533e+00 -4.10179520e+00 -2.73844504e+00 -1.63531089e+00
  8.53641629e-01 -5.90650499e-01  2.45739675e+00 -4.26169187e-01
  1.25989497e+00  3.71392041e-01 -2.60735202e+00 -1.66506600e+00
 -2.09360766e+00 -2.78341269e+00 -2.59922409e+00 -1.17557955e+00]",Anger
32,"[-3.5686618e+02  1.0708804e+02 -7.6515985e+00  2.1404095e+01
 -5.2002444e+00  1.5249490e+01 -2.5276654e+00 -8.4881458e+00
 -3.8855269e+00 -6.7661872e+00 -7.1490545e+00 -6.3873653e+00
 -1.0411912e+01 -9.5705585e+00  2.3717344e+00 -1.0745575e+01
 -7.7981240e-01 -1.7993202e+00 -8.1803503e+00 -3.7390218e+00
 -7.0028148e+00 -7.7027601e-01 -1.8306974e+00 -4.4227371e+00
 -7.5783887e+00  3.4417847e-01 -3.3808276e-01 -2.0053899e+00
  8.7012094e-01 -3.4920845e+00  1.1675608e+00 -1.5529075e+00
  1.2376083e-01  1.0283248e+00 -1.8761576e+00 -1.8878417e+00
 -4.1358953e+00 -4.1404977e+00 -2.8545177e+00 -3.9258516e-01]",Anger
33,"[-3.5536368e+02  1.1048818e+02 -9.2130032e+00  2.7763102e+01
 -5.5118632e+00  1.2987425e+01 -6.8165812e+00 -7.4092660e+00
 -4.1974344e+00 -6.8223562e+00 -4.7265921e+00 -1.6616788e+00
 -4.3658719e+00 -8.1249332e+00  2.6598196e+00 -1.5972433e+01
 -7.4848795e+00 -4.6309237e+00 -9.4079180e+00 -4.2778764e+00
 -5.9773712e+00  7.2579302e-02 -3.0811396e+00 -5.9811157e-01
 -2.1267855e+00  9.9536324e-01 -1.3479060e+00 -4.6278253e+00
 -5.9774989e-01 -1.7913629e+00  1.3208462e+00 -2.2951136e+00
 -1.7536138e+00 -6.0567385e-01 -1.0507478e+00 -2.0810506e+00
 -3.3311744e+00 -4.5606189e+00 -5.1677380e+00 -1.3515468e+00]",Anger
34,"[-3.9087241e+02  5.0275192e+01 -1.7063889e+01  8.4595289e+00
 -6.0658364e+00  1.0364549e+00 -1.2882238e+01 -5.4628611e+00
 -1.1122151e+01 -3.6135795e+00 -1.5705686e+01  3.2989039e+00
 -1.1213984e+01  3.7778795e+00 -6.0392065e+00 -3.4807765e-01
 -4.8501840e+00 -1.3153124e+00 -6.9679737e+00 -2.6978340e+00
 -5.4472418e+00  3.9160085e+00 -8.6839467e-01  3.1666932e+00
  2.1992106e+00  3.0845706e+00  1.4111003e+00  3.3158686e+00
  1.1198151e+00  2.0461159e+00  1.2039798e+00  1.5227137e+00
  1.2844262e+00  5.0092500e-01  2.4167264e+00  3.1836979e-02
  1.2059485e+00 -1.6027899e-01 -7.5814760e-01 -3.3619815e-01]",Anger
